tournament,match_stage,home_team,away_team,home_score,away_score,extra_time_home_score,extra_time_away_score,penalties_home_score,penalties_away_score
FIFA World Cup 2006,Group A,Germany,Costa Rica,4,2,0,0,,
FIFA World Cup 2006,Group A,Poland,Ecuador,0,2,0,0,,
FIFA World Cup 2006,Group A,Germany,Poland,1,0,0,0,,
FIFA World Cup 2006,Group A,Ecuador,Costa Rica,3,0,0,0,,
FIFA World Cup 2006,Group A,Ecuador,Germany,0,3,0,0,,
FIFA World Cup 2006,Group A,Costa Rica,Poland,1,2,0,0,,
FIFA World Cup 2006,Group B,England,Paraguay,1,0,0,0,,
FIFA World Cup 2006,Group B,Trinidad and Tobago,Sweden,0,0,0,0,,
FIFA World Cup 2006,Group B,England,Trinidad and Tobago,2,0,0,0,,
FIFA World Cup 2006,Group B,Sweden,Paraguay,1,0,0,0,,
FIFA World Cup 2006,Group B,Sweden,England,2,2,0,0,,
FIFA World Cup 2006,Group B,Paraguay,Trinidad and Tobago,2,0,0,0,,
FIFA World Cup 2006,Group C,Argentina,Ivory Coast,2,1,0,0,,
FIFA World Cup 2006,Group C,Serbia and Montenegro,Netherlands,0,1,0,0,,
FIFA World Cup 2006,Group C,Argentina,Serbia and Montenegro,6,0,0,0,,
FIFA World Cup 2006,Group C,Netherlands,Ivory Coast,2,1,0,0,,
FIFA World Cup 2006,Group C,Netherlands,Argentina,0,0,0,0,,
FIFA World Cup 2006,Group C,Ivory Coast,Serbia and Montenegro,3,2,0,0,,
FIFA World Cup 2006,Group D,Mexico,Iran,3,1,0,0,,
FIFA World Cup 2006,Group D,Angola,Portugal,0,1,0,0,,
FIFA World Cup 2006,Group D,Mexico,Angola,0,0,0,0,,
FIFA World Cup 2006,Group D,Portugal,Iran,2,0,0,0,,
FIFA World Cup 2006,Group D,Portugal,Mexico,2,1,0,0,,
FIFA World Cup 2006,Group D,Iran,Angola,1,1,0,0,,
FIFA World Cup 2006,Group E,Italy,Ghana,2,0,0,0,,
FIFA World Cup 2006,Group E,USA,Czech Republic,0,3,0,0,,
FIFA World Cup 2006,Group E,Italy,USA,1,1,0,0,,
FIFA World Cup 2006,Group E,Czech Republic,Ghana,0,2,0,0,,
FIFA World Cup 2006,Group E,Czech Republic,Italy,0,2,0,0,,
FIFA World Cup 2006,Group E,Ghana,USA,2,1,0,0,,
FIFA World Cup 2006,Group F,Australia,Japan,3,1,0,0,,
FIFA World Cup 2006,Group F,Brazil,Croatia,1,0,0,0,,
FIFA World Cup 2006,Group F,Japan,Croatia,0,0,0,0,,
FIFA World Cup 2006,Group F,Brazil,Australia,2,0,0,0,,
FIFA World Cup 2006,Group F,Japan,Brazil,1,4,0,0,,
FIFA World Cup 2006,Group F,Croatia,Australia,2,2,0,0,,
FIFA World Cup 2006,Group G,South Korea,Togo,2,1,0,0,,
FIFA World Cup 2006,Group G,France,Switzerland,0,0,0,0,,
FIFA World Cup 2006,Group G,France,South Korea,1,1,0,0,,
FIFA World Cup 2006,Group G,Togo,Switzerland,0,2,0,0,,
FIFA World Cup 2006,Group G,Togo,France,0,2,0,0,,
FIFA World Cup 2006,Group G,Switzerland,South Korea,2,0,0,0,,
FIFA World Cup 2006,Group H,Spain,Ukraine,4,0,0,0,,
FIFA World Cup 2006,Group H,Tunisia,Saudi Arabia,2,2,0,0,,
FIFA World Cup 2006,Group H,Spain,Tunisia,3,1,0,0,,
FIFA World Cup 2006,Group H,Saudi Arabia,Ukraine,0,4,0,0,,
FIFA World Cup 2006,Group H,Saudi Arabia,Spain,0,1,0,0,,
FIFA World Cup 2006,Group H,Ukraine,Tunisia,1,0,0,0,,
FIFA World Cup 2006,Round of 16,Germany,Sweden,2,0,0,0,,
FIFA World Cup 2006,Round of 16,Argentina,Mexico,1,1,1,0,,
FIFA World Cup 2006,Round of 16,England,Ecuador,1,0,0,0,,
FIFA World Cup 2006,Round of 16,Portugal,Netherlands,1,0,0,0,,
FIFA World Cup 2006,Round of 16,Italy,Australia,0,0,1,0,,
FIFA World Cup 2006,Round of 16,Switzerland,Ukraine,0,0,0,0,0,3
FIFA World Cup 2006,Round of 16,Brazil,Ghana,3,0,0,0,,
FIFA World Cup 2006,Round of 16,Spain,France,1,3,0,0,,
FIFA World Cup 2006,Quarter-final,Germany,Argentina,1,1,0,0,4,2
FIFA World Cup 2006,Quarter-final,Italy,Ukraine,3,0,0,0,,
FIFA World Cup 2006,Quarter-final,England,Portugal,0,0,0,0,1,3
FIFA World Cup 2006,Quarter-final,Brazil,France,0,1,0,0,,
FIFA World Cup 2006,Semi-final,Germany,Italy,0,0,0,2,,
FIFA World Cup 2006,Semi-final,Portugal,France,0,1,0,0,,
FIFA World Cup 2006,Third place play-off,Germany,Portugal,3,1,0,0,,
FIFA World Cup 2006,Final,Italy,France,1,1,0,0,5,3
