tournament,match_stage,home_team,away_team,home_score,away_score,extra_time_home_score,extra_time_away_score,penalties_home_score,penalties_away_score
FIFA World Cup 2010,Group A,South Africa,Mexico,1,1,0,0,,
FIFA World Cup 2010,Group A,Uruguay,France,0,0,0,0,,
FIFA World Cup 2010,Group A,South Africa,Uruguay,0,3,0,0,,
FIFA World Cup 2010,Group A,France,Mexico,0,2,0,0,,
FIFA World Cup 2010,Group A,Mexico,Uruguay,0,1,0,0,,
FIFA World Cup 2010,Group A,France,South Africa,1,2,0,0,,
FIFA World Cup 2010,Group B,South Korea,Greece,2,0,0,0,,
FIFA World Cup 2010,Group B,Argentina,Nigeria,1,0,0,0,,
FIFA World Cup 2010,Group B,Argentina,South Korea,4,1,0,0,,
FIFA World Cup 2010,Group B,Greece,Nigeria,2,1,0,0,,
FIFA World Cup 2010,Group B,Nigeria,South Korea,2,2,0,0,,
FIFA World Cup 2010,Group B,Greece,Argentina,0,2,0,0,,
FIFA World Cup 2010,Group C,England,USA,1,1,0,0,,
FIFA World Cup 2010,Group C,Algeria,Slovenia,0,1,0,0,,
FIFA World Cup 2010,Group C,Slovenia,USA,2,2,0,0,,
FIFA World Cup 2010,Group C,England,Algeria,0,0,0,0,,
FIFA World Cup 2010,Group C,Slovenia,England,0,1,0,0,,
FIFA World Cup 2010,Group C,USA,Algeria,1,0,0,0,,
FIFA World Cup 2010,Group D,Germany,Australia,4,0,0,0,,
FIFA World Cup 2010,Group D,Serbia,Ghana,0,1,0,0,,
FIFA World Cup 2010,Group D,Germany,Serbia,0,1,0,0,,
FIFA World Cup 2010,Group D,Ghana,Australia,1,1,0,0,,
FIFA World Cup 2010,Group D,Ghana,Germany,0,1,0,0,,
FIFA World Cup 2010,Group D,Australia,Serbia,2,1,0,0,,
FIFA World Cup 2010,Group E,Netherlands,Denmark,2,0,0,0,,
FIFA World Cup 2010,Group E,Japan,Cameroon,1,0,0,0,,
FIFA World Cup 2010,Group E,Netherlands,Japan,1,0,0,0,,
FIFA World Cup 2010,Group E,Cameroon,Denmark,1,2,0,0,,
FIFA World Cup 2010,Group E,Denmark,Japan,1,3,0,0,,
FIFA World Cup 2010,Group E,Cameroon,Netherlands,1,2,0,0,,
FIFA World Cup 2010,Group F,Italy,Paraguay,1,1,0,0,,
FIFA World Cup 2010,Group F,New Zealand,Slovakia,1,1,0,0,,
FIFA World Cup 2010,Group F,Slovakia,Paraguay,0,2,0,0,,
FIFA World Cup 2010,Group F,Italy,New Zealand,1,1,0,0,,
FIFA World Cup 2010,Group F,Slovakia,Italy,3,2,0,0,,
FIFA World Cup 2010,Group F,Paraguay,New Zealand,0,0,0,0,,
FIFA World Cup 2010,Group G,Ivory Coast,Portugal,0,0,0,0,,
FIFA World Cup 2010,Group G,Brazil,North Korea,2,1,0,0,,
FIFA World Cup 2010,Group G,Brazil,Ivory Coast,3,1,0,0,,
FIFA World Cup 2010,Group G,Portugal,North Korea,7,0,0,0,,
FIFA World Cup 2010,Group G,Portugal,Brazil,0,0,0,0,,
FIFA World Cup 2010,Group G,North Korea,Ivory Coast,0,3,0,0,,
FIFA World Cup 2010,Group H,Honduras,Chile,0,1,0,0,,
FIFA World Cup 2010,Group H,Spain,Switzerland,0,1,0,0,,
FIFA World Cup 2010,Group H,Chile,Switzerland,1,0,0,0,,
FIFA World Cup 2010,Group H,Spain,Honduras,2,0,0,0,,
FIFA World Cup 2010,Group H,Chile,Spain,1,2,0,0,,
FIFA World Cup 2010,Group H,Switzerland,Honduras,0,0,0,0,,
FIFA World Cup 2010,Round of 16,Uruguay,South Korea,2,1,0,0,,
FIFA World Cup 2010,Round of 16,USA,Ghana,1,1,0,0,,
FIFA World Cup 2010,Round of 16,Germany,England,4,1,0,0,,
FIFA World Cup 2010,Round of 16,Argentina,Mexico,3,1,0,0,,
FIFA World Cup 2010,Round of 16,Netherlands,Slovakia,2,1,0,0,,
FIFA World Cup 2010,Round of 16,Brazil,Chile,3,0,0,0,,
FIFA World Cup 2010,Round of 16,Paraguay,Japan,0,0,0,0,5,3
FIFA World Cup 2010,Round of 16,Spain,Portugal,1,0,0,0,,
FIFA World Cup 2010,Quarter-final,Netherlands,Brazil,2,1,0,0,,
FIFA World Cup 2010,Quarter-final,Uruguay,Ghana,1,1,0,0,4,2
FIFA World Cup 2010,Quarter-final,Argentina,Germany,0,4,0,0,,
FIFA World Cup 2010,Quarter-final,Paraguay,Spain,0,1,0,0,,
FIFA World Cup 2010,Semi-final,Uruguay,Netherlands,2,3,0,0,,
FIFA World Cup 2010,Semi-final,Germany,Spain,0,1,0,0,,
FIFA World Cup 2010,Third place play-off,Uruguay,Germany,2,3,0,0,,
FIFA World Cup 2010,Final,Netherlands,Spain,0,0,0,1,,
