tournament,match_stage,home_team,away_team,home_score,away_score,extra_time_home_score,extra_time_away_score,penalties_home_score,penalties_away_score
Copa América 2001,Group A,Colombia,Venezuela,2,0,0,0,,
Copa América 2001,Group A,Chile,Ecuador,4,1,0,0,,
Copa América 2001,Group A,Colombia,Ecuador,1,0,0,0,,
Copa América 2001,Group A,Chile,Venezuela,0,2,0,0,,
Copa América 2001,Group A,Colombia,Chile,2,0,0,0,,
Copa América 2001,Group A,Venezuela,Ecuador,0,4,0,0,,
Copa América 2001,Group B,Mexico,Brazil,1,0,0,0,,
Copa América 2001,Group B,Paraguay,Peru,2,2,0,0,,
Copa América 2001,Group B,Mexico,Peru,2,1,0,0,,
Copa América 2001,Group B,Brazil,Paraguay,3,1,0,0,,
Copa América 2001,Group B,Mexico,Paraguay,0,0,0,0,,
Copa América 2001,Group B,Brazil,Peru,2,0,0,0,,
Copa América 2001,Group C,Costa Rica,Honduras,1,0,0,0,,
Copa América 2001,Group C,Uruguay,Bolivia,1,0,0,0,,
Copa América 2001,Group C,Costa Rica,Bolivia,4,0,0,0,,
Copa América 2001,Group C,Uruguay,Honduras,0,1,0,0,,
Copa América 2001,Group C,Honduras,Bolivia,2,0,0,0,,
Copa América 2001,Group C,Uruguay,Costa Rica,2,1,0,0,,
Copa América 2001,Quarter-final,Colombia,Peru,3,0,0,0,,
Copa América 2001,Quarter-final,Mexico,Chile,2,0,0,0,,
Copa América 2001,Quarter-final,Brazil,Honduras,0,2,0,0,,
Copa América 2001,Quarter-final,Uruguay,Costa Rica,2,1,0,0,,
Copa América 2001,Semi-final,Colombia,Honduras,2,0,0,0,,
Copa América 2001,Semi-final,Mexico,Uruguay,2,1,0,0,,
Copa América 2001,Third place play-off,Honduras,Uruguay,2,2,0,0,5,4
Copa América 2001,Final,Colombia,Mexico,1,0,0,0,,
