tournament,match_stage,home_team,away_team,home_score,away_score,extra_time_home_score,extra_time_away_score,penalties_home_score,penalties_away_score
Copa América 2016,Group A,USA,Colombia,0,2,0,0,,
Copa América 2016,Group A,Costa Rica,Paraguay,0,0,0,0,,
Copa América 2016,Group A,USA,Costa Rica,4,0,0,0,,
Copa América 2016,Group A,Colombia,Paraguay,2,1,0,0,,
Copa América 2016,Group A,USA,Paraguay,1,0,0,0,,
Copa América 2016,Group A,Colombia,Costa Rica,2,3,0,0,,
Copa América 2016,Group B,Haiti,Peru,0,1,0,0,,
Copa América 2016,Group B,Brazil,Ecuador,0,0,0,0,,
Copa América 2016,Group B,Ecuador,Peru,2,2,0,0,,
Copa América 2016,Group B,Brazil,Haiti,7,1,0,0,,
Copa América 2016,Group B,Ecuador,Haiti,4,0,0,0,,
Copa América 2016,Group B,Peru,Brazil,1,0,0,0,,
Copa América 2016,Group C,Jamaica,Venezuela,0,1,0,0,,
Copa América 2016,Group C,Mexico,Uruguay,3,1,0,0,,
Copa América 2016,Group C,Uruguay,Venezuela,0,1,0,0,,
Copa América 2016,Group C,Mexico,Jamaica,2,0,0,0,,
Copa América 2016,Group C,Mexico,Venezuela,1,1,0,0,,
Copa América 2016,Group C,Uruguay,Jamaica,3,0,0,0,,
Copa América 2016,Group D,Panama,Bolivia,2,1,0,0,,
Copa América 2016,Group D,Argentina,Chile,2,1,0,0,,
Copa América 2016,Group D,Chile,Bolivia,2,1,0,0,,
Copa América 2016,Group D,Argentina,Panama,5,0,0,0,,
Copa América 2016,Group D,Chile,Panama,4,2,0,0,,
Copa América 2016,Group D,Argentina,Bolivia,3,0,0,0,,
Copa América 2016,Quarter-final,USA,Ecuador,2,1,0,0,,
Copa América 2016,Quarter-final,Peru,Colombia,0,0,0,0,2,4
Copa América 2016,Quarter-final,Argentina,Venezuela,4,1,0,0,,
Copa América 2016,Quarter-final,Mexico,Chile,0,7,0,0,,
Copa América 2016,Semi-final,USA,Argentina,0,4,0,0,,
Copa América 2016,Semi-final,Colombia,Chile,0,2,0,0,,
Copa América 2016,Third place play-off,USA,Colombia,0,1,0,0,,
Copa América 2016,Final,Argentina,Chile,0,0,0,0,2,4
