tournament,match_stage,home_team,away_team,home_score,away_score,extra_time_home_score,extra_time_away_score,penalties_home_score,penalties_away_score
Copa América 2007,Group A,Venezuela,Bolivia,2,2,0,0,,
Copa América 2007,Group A,Peru,Uruguay,3,0,0,0,,
Copa América 2007,Group A,Venezuela,Peru,2,0,0,0,,
Copa América 2007,Group A,Uruguay,Bolivia,1,0,0,0,,
Copa América 2007,Group A,Uruguay,Venezuela,0,0,0,0,,
Copa América 2007,Group A,Bolivia,Peru,2,2,0,0,,
Copa América 2007,Group B,Ecuador,Chile,2,3,0,0,,
Copa América 2007,Group B,Brazil,Mexico,0,2,0,0,,
Copa América 2007,Group B,Brazil,Chile,3,0,0,0,,
Copa América 2007,Group B,Mexico,Ecuador,2,1,0,0,,
Copa América 2007,Group B,Mexico,Chile,0,0,0,0,,
Copa América 2007,Group B,Brazil,Ecuador,1,0,0,0,,
Copa América 2007,Group C,Paraguay,Colombia,5,0,0,0,,
Copa América 2007,Group C,Argentina,USA,4,1,0,0,,
Copa América 2007,Group C,Paraguay,USA,3,1,0,0,,
Copa América 2007,Group C,Argentina,Colombia,4,2,0,0,,
Copa América 2007,Group C,USA,Colombia,0,1,0,0,,
Copa América 2007,Group C,Argentina,Paraguay,1,0,0,0,,
Copa América 2007,Quarter-final,Venezuela,Uruguay,1,4,0,0,,
Copa América 2007,Quarter-final,Chile,Brazil,1,6,0,0,,
Copa América 2007,Quarter-final,Mexico,Paraguay,6,0,0,0,,
Copa América 2007,Quarter-final,Argentina,Peru,4,0,0,0,,
Copa América 2007,Semi-final,Uruguay,Brazil,2,2,0,0,4,5
Copa América 2007,Semi-final,Mexico,Argentina,0,3,0,0,,
Copa América 2007,Third place play-off,Uruguay,Mexico,1,3,0,0,,
Copa América 2007,Final,Brazil,Argentina,3,0,0,0,,
