tournament,match_stage,home_team,away_team,home_score,away_score,extra_time_home_score,extra_time_away_score,penalties_home_score,penalties_away_score
UEFA Euro 2024,Group A,Germany,Scotland,5,1,0,0,,
UEFA Euro 2024,Group A,Hungary,Switzerland,1,3,0,0,,
UEFA Euro 2024,Group A,Germany,Hungary,2,0,0,0,,
UEFA Euro 2024,Group A,Scotland,Switzerland,1,1,0,0,,
UEFA Euro 2024,Group A,Switzerland,Germany,1,1,0,0,,
UEFA Euro 2024,Group A,Scotland,Hungary,0,1,0,0,,
UEFA Euro 2024,Group B,Spain,Croatia,3,0,0,0,,
UEFA Euro 2024,Group B,Italy,Albania,2,1,0,0,,
UEFA Euro 2024,Group B,Croatia,Albania,2,2,0,0,,
UEFA Euro 2024,Group B,Spain,Italy,1,0,0,0,,
UEFA Euro 2024,Group B,Albania,Spain,0,1,0,0,,
UEFA Euro 2024,Group B,Croatia,Italy,1,1,0,0,,
UEFA Euro 2024,Group C,Slovenia,Denmark,1,1,0,0,,
UEFA Euro 2024,Group C,Serbia,England,0,1,0,0,,
UEFA Euro 2024,Group C,Slovenia,Serbia,1,1,0,0,,
UEFA Euro 2024,Group C,Denmark,England,1,1,0,0,,
UEFA Euro 2024,Group C,England,Slovenia,0,0,0,0,,
UEFA Euro 2024,Group C,Denmark,Serbia,0,0,0,0,,
UEFA Euro 2024,Group D,Poland,Netherlands,1,2,0,0,,
UEFA Euro 2024,Group D,Austria,France,0,1,0,0,,
UEFA Euro 2024,Group D,Poland,Austria,1,3,0,0,,
UEFA Euro 2024,Group D,Netherlands,France,0,0,0,0,,
UEFA Euro 2024,Group D,Netherlands,Austria,2,3,0,0,,
UEFA Euro 2024,Group D,France,Poland,1,1,0,0,,
UEFA Euro 2024,Group E,Romania,Ukraine,3,0,0,0,,
UEFA Euro 2024,Group E,Belgium,Slovakia,0,1,0,0,,
UEFA Euro 2024,Group E,Slovakia,Ukraine,1,2,0,0,,
UEFA Euro 2024,Group E,Belgium,Romania,2,0,0,0,,
UEFA Euro 2024,Group E,Slovakia,Romania,1,1,0,0,,
UEFA Euro 2024,Group E,Ukraine,Belgium,0,0,0,0,,
UEFA Euro 2024,Group F,Turkey,Georgia,3,1,0,0,,
UEFA Euro 2024,Group F,Portugal,Czech Republic,2,1,0,0,,
UEFA Euro 2024,Group F,Georgia,Czech Republic,1,1,0,0,,
UEFA Euro 2024,Group F,Turkey,Portugal,0,3,0,0,,
UEFA Euro 2024,Group F,Georgia,Portugal,2,0,0,0,,
UEFA Euro 2024,Group F,Czech Republic,Turkey,1,2,0,0,,
UEFA Euro 2024,Round of 16,Switzerland,Italy,2,0,0,0,,
UEFA Euro 2024,Round of 16,Germany,Denmark,2,0,0,0,,
UEFA Euro 2024,Round of 16,England,Slovakia,2,1,0,0,,
UEFA Euro 2024,Round of 16,Spain,Georgia,4,1,0,0,,
UEFA Euro 2024,Round of 16,France,Belgium,1,0,0,0,,
UEFA Euro 2024,Round of 16,Portugal,Slovenia,0,0,0,0,3,0
UEFA Euro 2024,Round of 16,Romania,Netherlands,0,3,0,0,,
UEFA Euro 2024,Round of 16,Austria,Turkey,1,2,0,0,,
UEFA Euro 2024,Quarter-final,Spain,Germany,2,1,1,0,,
UEFA Euro 2024,Quarter-final,Portugal,France,0,0,0,0,3,5
UEFA Euro 2024,Quarter-final,England,Switzerland,1,1,0,0,5,3
UEFA Euro 2024,Quarter-final,Netherlands,Turkey,2,1,0,0,,
UEFA Euro 2024,Semi-final,Spain,France,2,1,0,0,,
UEFA Euro 2024,Semi-final,Netherlands,England,1,2,0,0,,
UEFA Euro 2024,Final,Spain,England,2,1,0,0,,
