tournament,match_stage,home_team,away_team,home_score,away_score,extra_time_home_score,extra_time_away_score,penalties_home_score,penalties_away_score
UEFA Euro 2012,Group A,Poland,Greece,1,1,0,0,,
UEFA Euro 2012,Group A,Russia,Czech Republic,4,1,0,0,,
UEFA Euro 2012,Group A,Greece,Czech Republic,1,2,0,0,,
UEFA Euro 2012,Group A,Poland,Russia,1,1,0,0,,
UEFA Euro 2012,Group A,Czech Republic,Poland,1,0,0,0,,
UEFA Euro 2012,Group A,Greece,Russia,1,0,0,0,,
UEFA Euro 2012,Group B,Netherlands,Denmark,0,1,0,0,,
UEFA Euro 2012,Group B,Germany,Portugal,1,0,0,0,,
UEFA Euro 2012,Group B,Denmark,Portugal,2,3,0,0,,
UEFA Euro 2012,Group B,Netherlands,Germany,1,2,0,0,,
UEFA Euro 2012,Group B,Portugal,Netherlands,2,1,0,0,,
UEFA Euro 2012,Group B,Denmark,Germany,1,2,0,0,,
UEFA Euro 2012,Group C,Spain,Italy,1,1,0,0,,
UEFA Euro 2012,Group C,Ireland,Croatia,1,3,0,0,,
UEFA Euro 2012,Group C,Italy,Croatia,1,1,0,0,,
UEFA Euro 2012,Group C,Spain,Ireland,4,0,0,0,,
UEFA Euro 2012,Group C,Croatia,Spain,0,1,0,0,,
UEFA Euro 2012,Group C,Italy,Ireland,2,0,0,0,,
UEFA Euro 2012,Group D,France,England,1,1,0,0,,
UEFA Euro 2012,Group D,Ukraine,Sweden,2,1,0,0,,
UEFA Euro 2012,Group D,Ukraine,France,0,2,0,0,,
UEFA Euro 2012,Group D,Sweden,England,2,3,0,0,,
UEFA Euro 2012,Group D,England,Ukraine,1,0,0,0,,
UEFA Euro 2012,Group D,Sweden,France,2,0,0,0,,
UEFA Euro 2012,Quarter-final,Czech Republic,Portugal,0,1,0,0,,
UEFA Euro 2012,Quarter-final,Germany,Greece,4,2,0,0,,
UEFA Euro 2012,Quarter-final,Spain,France,2,0,0,0,,
UEFA Euro 2012,Quarter-final,England,Italy,0,0,0,0,2,4
UEFA Euro 2012,Semi-final,Portugal,Spain,0,0,0,0,2,4
UEFA Euro 2012,Semi-final,Germany,Italy,1,2,0,0,,
UEFA Euro 2012,Final,Spain,Italy,4,0,0,0,,
